Year,UNIT_MEASURE,Admin_Area,Spol,Value
2009,Broj,Županija Tuzlanska,M,6038
2010,Broj,Županija Tuzlanska,M,6284
2011,Broj,Županija Tuzlanska,M,5710
2012,Broj,Županija Tuzlanska,M,5103
2013,Broj,Županija Tuzlanska,M,4770
2014,Broj,Županija Tuzlanska,M,4499
2015,Broj,Županija Tuzlanska,M,4626
2016,Broj,Županija Tuzlanska,M,4746
2017,Broj,Županija Tuzlanska,M,4540
2018,Broj,Županija Tuzlanska,M,4073
2009,Broj,Županija Tuzlanska,Ž,7858
2010,Broj,Županija Tuzlanska,Ž,8273
2011,Broj,Županija Tuzlanska,Ž,7825
2012,Broj,Županija Tuzlanska,Ž,7044
2013,Broj,Županija Tuzlanska,Ž,6916
2014,Broj,Županija Tuzlanska,Ž,6575
2015,Broj,Županija Tuzlanska,Ž,6605
2016,Broj,Županija Tuzlanska,Ž,6592
2017,Broj,Županija Tuzlanska,Ž,6380
2018,Broj,Županija Tuzlanska,Ž,5883
2009,Broj,Županija Zeničko-dobojska,Oba spola,4463
2010,Broj,Županija Zeničko-dobojska,Oba spola,4655
2011,Broj,Županija Zeničko-dobojska,Oba spola,4278
2012,Broj,Županija Zeničko-dobojska,Oba spola,4151
2013,Broj,Županija Zeničko-dobojska,Oba spola,3917
2014,Broj,Županija Zeničko-dobojska,Oba spola,3927
2015,Broj,Županija Zeničko-dobojska,Oba spola,3687
2016,Broj,Županija Zeničko-dobojska,Oba spola,3495
2017,Broj,Županija Zeničko-dobojska,Oba spola,3124
2018,Broj,Županija Zeničko-dobojska,Oba spola,3173
2009,Broj,Županija Zeničko-dobojska,M,1748
2010,Broj,Županija Zeničko-dobojska,M,1797
2011,Broj,Županija Zeničko-dobojska,M,1668
2012,Broj,Županija Zeničko-dobojska,M,1637
2013,Broj,Županija Zeničko-dobojska,M,1524
2014,Broj,Županija Zeničko-dobojska,M,1542
2015,Broj,Županija Zeničko-dobojska,M,1434
2016,Broj,Županija Zeničko-dobojska,M,1297
2017,Broj,Županija Zeničko-dobojska,M,1115
2018,Broj,Županija Zeničko-dobojska,M,1098
2009,Broj,Županija Zeničko-dobojska,Ž,2715
2010,Broj,Županija Zeničko-dobojska,Ž,2858
2011,Broj,Županija Zeničko-dobojska,Ž,2610
2012,Broj,Županija Zeničko-dobojska,Ž,2514
2013,Broj,Županija Zeničko-dobojska,Ž,2393
2014,Broj,Županija Zeničko-dobojska,Ž,2385
2015,Broj,Županija Zeničko-dobojska,Ž,2253
2016,Broj,Županija Zeničko-dobojska,Ž,2198
2017,Broj,Županija Zeničko-dobojska,Ž,2009
2018,Broj,Županija Zeničko-dobojska,Ž,2075
2009,Broj,Županija Bosansko-podrinjska,Oba spola,0
2010,Broj,Županija Bosansko-podrinjska,Oba spola,0
2011,Broj,Županija Bosansko-podrinjska,Oba spola,0
2012,Broj,Županija Bosansko-podrinjska,Oba spola,0
2013,Broj,Županija Bosansko-podrinjska,Oba spola,0
2014,Broj,Županija Bosansko-podrinjska,Oba spola,31
2015,Broj,Županija Bosansko-podrinjska,Oba spola,112
2016,Broj,Županija Bosansko-podrinjska,Oba spola,144
2017,Broj,Županija Bosansko-podrinjska,Oba spola,126
2018,Broj,Županija Bosansko-podrinjska,Oba spola,77
2009,Broj,Županija Bosansko-podrinjska,M,0
2010,Broj,Županija Bosansko-podrinjska,M,0
2011,Broj,Županija Bosansko-podrinjska,M,0
2012,Broj,Županija Bosansko-podrinjska,M,0
2013,Broj,Županija Bosansko-podrinjska,M,0
2014,Broj,Županija Bosansko-podrinjska,M,9
2015,Broj,Županija Bosansko-podrinjska,M,42
2016,Broj,Županija Bosansko-podrinjska,M,54
2017,Broj,Županija Bosansko-podrinjska,M,50
2018,Broj,Županija Bosansko-podrinjska,M,31
2009,Broj,Županija Bosansko-podrinjska,Ž,0
2010,Broj,Županija Bosansko-podrinjska,Ž,0
2011,Broj,Županija Bosansko-podrinjska,Ž,0
2012,Broj,Županija Bosansko-podrinjska,Ž,0
2013,Broj,Županija Bosansko-podrinjska,Ž,0
2014,Broj,Županija Bosansko-podrinjska,Ž,22
2015,Broj,Županija Bosansko-podrinjska,Ž,70
2016,Broj,Županija Bosansko-podrinjska,Ž,90
2017,Broj,Županija Bosansko-podrinjska,Ž,76
2018,Broj,Županija Bosansko-podrinjska,Ž,46
2009,Broj,Županija Srednjobosanska,Oba spola,2991
2010,Broj,Županija Srednjobosanska,Oba spola,3665
2011,Broj,Županija Srednjobosanska,Oba spola,4188
2012,Broj,Županija Srednjobosanska,Oba spola,4500
2013,Broj,Županija Srednjobosanska,Oba spola,4544
2014,Broj,Županija Srednjobosanska,Oba spola,4688
2015,Broj,Županija Srednjobosanska,Oba spola,4913
2016,Broj,Županija Srednjobosanska,Oba spola,5184
2017,Broj,Županija Srednjobosanska,Oba spola,5487
2018,Broj,Županija Srednjobosanska,Oba spola,4489
2009,Broj,Županija Srednjobosanska,M,1791
2010,Broj,Županija Srednjobosanska,M,2184
2011,Broj,Županija Srednjobosanska,M,2545
2012,Broj,Županija Srednjobosanska,M,2814
2013,Broj,Županija Srednjobosanska,M,2825
2014,Broj,Županija Srednjobosanska,M,2964
2015,Broj,Županija Srednjobosanska,M,3068
2016,Broj,Županija Srednjobosanska,M,3200
2017,Broj,Županija Srednjobosanska,M,3354
2018,Broj,Županija Srednjobosanska,M,2603
2009,Broj,Županija Srednjobosanska,Ž,1200
2010,Broj,Županija Srednjobosanska,Ž,1481
2011,Broj,Županija Srednjobosanska,Ž,1643
2012,Broj,Županija Srednjobosanska,Ž,1686
2013,Broj,Županija Srednjobosanska,Ž,1719
2014,Broj,Županija Srednjobosanska,Ž,1724
2015,Broj,Županija Srednjobosanska,Ž,1845
2016,Broj,Županija Srednjobosanska,Ž,1984
2017,Broj,Županija Srednjobosanska,Ž,2133
2018,Broj,Županija Srednjobosanska,Ž,1886
2009,Broj,Županija Hercegovačko-neretvanska,Oba spola,12909
2010,Broj,Županija Hercegovačko-neretvanska,Oba spola,14187
2011,Broj,Županija Hercegovačko-neretvanska,Oba spola,14541
2012,Broj,Županija Hercegovačko-neretvanska,Oba spola,13856
2013,Broj,Županija Hercegovačko-neretvanska,Oba spola,15150
2014,Broj,Županija Hercegovačko-neretvanska,Oba spola,15046
2015,Broj,Županija Hercegovačko-neretvanska,Oba spola,14485
2016,Broj,Županija Hercegovačko-neretvanska,Oba spola,14315
2017,Broj,Županija Hercegovačko-neretvanska,Oba spola,14120
2018,Broj,Županija Hercegovačko-neretvanska,Oba spola,13426
2009,Broj,Županija Hercegovačko-neretvanska,M,5490
2010,Broj,Županija Hercegovačko-neretvanska,M,5937
2011,Broj,Županija Hercegovačko-neretvanska,M,6018
2012,Broj,Županija Hercegovačko-neretvanska,M,5698
2013,Broj,Županija Hercegovačko-neretvanska,M,6252
2014,Broj,Županija Hercegovačko-neretvanska,M,6339
2015,Broj,Županija Hercegovačko-neretvanska,M,6194
2016,Broj,Županija Hercegovačko-neretvanska,M,6063
2017,Broj,Županija Hercegovačko-neretvanska,M,5916
2018,Broj,Županija Hercegovačko-neretvanska,M,5395
2009,Broj,Županija Hercegovačko-neretvanska,Ž,7419
2010,Broj,Županija Hercegovačko-neretvanska,Ž,8250
2011,Broj,Županija Hercegovačko-neretvanska,Ž,8523
2012,Broj,Županija Hercegovačko-neretvanska,Ž,8158
2013,Broj,Županija Hercegovačko-neretvanska,Ž,8898
2014,Broj,Županija Hercegovačko-neretvanska,Ž,8707
2015,Broj,Županija Hercegovačko-neretvanska,Ž,8291
2016,Broj,Županija Hercegovačko-neretvanska,Ž,8252
2017,Broj,Županija Hercegovačko-neretvanska,Ž,8204
2018,Broj,Županija Hercegovačko-neretvanska,Ž,8031
2009,Broj,Sarajevska županija,Oba spola,32343
2010,Broj,Sarajevska županija,Oba spola,32798
2011,Broj,Sarajevska županija,Oba spola,33435
2012,Broj,Sarajevska županija,Oba spola,33910
2013,Broj,Sarajevska županija,Oba spola,33949
2014,Broj,Sarajevska županija,Oba spola,34069
2015,Broj,Sarajevska županija,Oba spola,34673
2016,Broj,Sarajevska županija,Oba spola,32599
2017,Broj,Sarajevska županija,Oba spola,29703
2018,Broj,Sarajevska županija,Oba spola,28842
2009,Broj,Sarajevska županija,M,13342
2010,Broj,Sarajevska županija,M,14503
2011,Broj,Sarajevska županija,M,14907
2012,Broj,Sarajevska županija,M,15071
2013,Broj,Sarajevska županija,M,14849
2014,Broj,Sarajevska županija,M,14645
2015,Broj,Sarajevska županija,M,14685
2016,Broj,Sarajevska županija,M,13488
2017,Broj,Sarajevska županija,M,12104
2018,Broj,Sarajevska županija,M,11451
2009,Broj,Sarajevska županija,Ž,19001
2010,Broj,Sarajevska županija,Ž,18295
2011,Broj,Sarajevska županija,Ž,18528
2012,Broj,Sarajevska županija,Ž,18839
2013,Broj,Sarajevska županija,Ž,19100
2014,Broj,Sarajevska županija,Ž,19424
2015,Broj,Sarajevska županija,Ž,19988
2016,Broj,Sarajevska županija,Ž,19111
2017,Broj,Sarajevska županija,Ž,17599
2018,Broj,Sarajevska županija,Ž,17391
